/workspace/data/cholec80/frames/train/video01/0.jpg,0
/workspace/data/cholec80/frames/train/video01/1.jpg,0
/workspace/data/cholec80/frames/train/video01/10.jpg,0
/workspace/data/cholec80/frames/train/video01/100.jpg,0
/workspace/data/cholec80/frames/train/video01/1000.jpg,0
/workspace/data/cholec80/frames/train/video01/10000.jpg,0
/workspace/data/cholec80/frames/train/video01/10001.jpg,0
/workspace/data/cholec80/frames/train/video01/10002.jpg,0
/workspace/data/cholec80/frames/train/video01/10003.jpg,0
/workspace/data/cholec80/frames/train/video01/10004.jpg,0
/workspace/data/cholec80/frames/train/video01/10005.jpg,0
/workspace/data/cholec80/frames/train/video01/10006.jpg,0
/workspace/data/cholec80/frames/train/video01/10007.jpg,0
/workspace/data/cholec80/frames/train/video01/10008.jpg,0
/workspace/data/cholec80/frames/train/video01/10009.jpg,0
/workspace/data/cholec80/frames/train/video01/1001.jpg,0
/workspace/data/cholec80/frames/train/video01/10010.jpg,0
/workspace/data/cholec80/frames/train/video01/10011.jpg,0
/workspace/data/cholec80/frames/train/video01/10012.jpg,0
/workspace/data/cholec80/frames/train/video01/10013.jpg,0
/workspace/data/cholec80/frames/train/video01/10014.jpg,0
/workspace/data/cholec80/frames/train/video01/10015.jpg,0
/workspace/data/cholec80/frames/train/video01/10016.jpg,0
/workspace/data/cholec80/frames/train/video01/10017.jpg,0
/workspace/data/cholec80/frames/train/video01/10018.jpg,0
/workspace/data/cholec80/frames/train/video01/10019.jpg,0
/workspace/data/cholec80/frames/train/video01/1002.jpg,0
/workspace/data/cholec80/frames/train/video01/10020.jpg,0
/workspace/data/cholec80/frames/train/video01/10021.jpg,0
/workspace/data/cholec80/frames/train/video01/10022.jpg,0
/workspace/data/cholec80/frames/train/video01/10023.jpg,0
/workspace/data/cholec80/frames/train/video01/10024.jpg,0
/workspace/data/cholec80/frames/train/video01/10025.jpg,0
/workspace/data/cholec80/frames/train/video01/10026.jpg,0
/workspace/data/cholec80/frames/train/video01/10027.jpg,0
